,unique_id,forecast_month,forecast_data,forecast_quantity
4295,"Road-650 Red, 48_First Bike Store_Missouri",3,2014-08-01,2.0
4296,"Road-650 Red, 48_Fun Times Club_Colorado",1,2014-06-01,1.0
4297,"Road-650 Red, 48_Fun Times Club_Colorado",2,2014-07-01,1.0
4298,"Road-650 Red, 48_Fun Times Club_Colorado",3,2014-08-01,1.0
4299,"Road-650 Red, 48_General Bike Corporation_Canada",1,2014-06-01,2.0
4300,"Road-650 Red, 48_General Bike Corporation_Canada",2,2014-07-01,2.0
4301,"Road-650 Red, 48_General Bike Corporation_Canada",3,2014-08-01,2.0
4302,"Road-650 Red, 48_Grease and Oil Products Company_Texas",1,2014-06-01,2.0
4303,"Road-650 Red, 48_Grease and Oil Products Company_Texas",2,2014-07-01,2.0
4304,"Road-650 Red, 48_Grease and Oil Products Company_Texas",3,2014-08-01,2.0
4305,"Road-650 Red, 48_Health Spa, Limited_Canada",1,2014-06-01,8.0
4306,"Road-650 Red, 48_Health Spa, Limited_Canada",2,2014-07-01,8.0
4307,"Road-650 Red, 48_Health Spa, Limited_Canada",3,2014-08-01,8.0
4308,"Road-650 Red, 48_Larger Cycle Shop_New York",1,2014-06-01,4.0
4309,"Road-650 Red, 48_Larger Cycle Shop_New York",2,2014-07-01,4.0
4310,"Road-650 Red, 48_Larger Cycle Shop_New York",3,2014-08-01,4.0
4311,"Road-650 Red, 48_Lease-a-Bike Shop_Connecticut",1,2014-06-01,1.0
4312,"Road-650 Red, 48_Lease-a-Bike Shop_Connecticut",2,2014-07-01,1.0
4313,"Road-650 Red, 48_Lease-a-Bike Shop_Connecticut",3,2014-08-01,1.0
4314,"Road-650 Red, 48_New and Used Bicycles_North Carolina",1,2014-06-01,2.0
4315,"Road-650 Red, 48_New and Used Bicycles_North Carolina",2,2014-07-01,2.0
4316,"Road-650 Red, 48_New and Used Bicycles_North Carolina",3,2014-08-01,2.0
4317,"Road-650 Red, 48_Painters Bicycle Specialists_Connecticut",1,2014-06-01,4.0
4318,"Road-650 Red, 48_Painters Bicycle Specialists_Connecticut",2,2014-07-01,4.0
4319,"Road-650 Red, 48_Painters Bicycle Specialists_Connecticut",3,2014-08-01,4.0
4320,"Road-650 Red, 48_Preferred Bikes_California",1,2014-06-01,8.0
4321,"Road-650 Red, 48_Preferred Bikes_California",2,2014-07-01,8.0
4322,"Road-650 Red, 48_Preferred Bikes_California",3,2014-08-01,8.0
4323,"Road-650 Red, 48_Remarkable Bike Store_Nevada",1,2014-06-01,1.0
4324,"Road-650 Red, 48_Remarkable Bike Store_Nevada",2,2014-07-01,1.0
4325,"Road-650 Red, 48_Remarkable Bike Store_Nevada",3,2014-08-01,1.0
4326,"Road-650 Red, 48_Retail Mall_Canada",1,2014-06-01,9.0
4327,"Road-650 Red, 48_Retail Mall_Canada",2,2014-07-01,9.0
4328,"Road-650 Red, 48_Retail Mall_Canada",3,2014-08-01,9.0
4329,"Road-650 Red, 48_Rewarding Activities Company_Canada",1,2014-06-01,3.0
4330,"Road-650 Red, 48_Rewarding Activities Company_Canada",2,2014-07-01,3.0
4331,"Road-650 Red, 48_Rewarding Activities Company_Canada",3,2014-08-01,3.0
4332,"Road-650 Red, 48_Riders Company_Minnesota",1,2014-06-01,5.0
4333,"Road-650 Red, 48_Riders Company_Minnesota",2,2014-07-01,5.0
4334,"Road-650 Red, 48_Riders Company_Minnesota",3,2014-08-01,5.0
4335,"Road-650 Red, 48_Separate Parts Corporation_California",1,2014-06-01,4.0
4336,"Road-650 Red, 48_Separate Parts Corporation_California",2,2014-07-01,4.0
4337,"Road-650 Red, 48_Separate Parts Corporation_California",3,2014-08-01,4.0
4338,"Road-650 Red, 48_Small Cycle Store_Michigan",1,2014-06-01,1.0
4339,"Road-650 Red, 48_Small Cycle Store_Michigan",2,2014-07-01,1.0
4340,"Road-650 Red, 48_Small Cycle Store_Michigan",3,2014-08-01,1.0
4341,"Road-650 Red, 48_Sundry Sporting Goods_Canada",1,2014-06-01,3.0
4342,"Road-650 Red, 48_Sundry Sporting Goods_Canada",2,2014-07-01,3.0
4343,"Road-650 Red, 48_Sundry Sporting Goods_Canada",3,2014-08-01,3.0
4344,"Road-650 Red, 48_Sunny Place Bikes_Florida",1,2014-06-01,2.0
4345,"Road-650 Red, 48_Sunny Place Bikes_Florida",2,2014-07-01,2.0
4346,"Road-650 Red, 48_Sunny Place Bikes_Florida",3,2014-08-01,2.0
4347,"Road-650 Red, 48_Sure & Reliable Sporting Goods_Washington",1,2014-06-01,3.0
4348,"Road-650 Red, 48_Sure & Reliable Sporting Goods_Washington",2,2014-07-01,3.0
4349,"Road-650 Red, 48_Sure & Reliable Sporting Goods_Washington",3,2014-08-01,3.0
4350,"Road-650 Red, 48_Tenth Bike Store_Canada",1,2014-06-01,8.0
4351,"Road-650 Red, 48_Tenth Bike Store_Canada",2,2014-07-01,8.0
4352,"Road-650 Red, 48_Tenth Bike Store_Canada",3,2014-08-01,8.0
4353,"Road-650 Red, 48_Thorough Parts and Repair Services_Washington",1,2014-06-01,1.0
4354,"Road-650 Red, 48_Thorough Parts and Repair Services_Washington",2,2014-07-01,1.0
4355,"Road-650 Red, 48_Thorough Parts and Repair Services_Washington",3,2014-08-01,1.0
4356,"Road-650 Red, 48_Totes & Baskets Company_Texas",1,2014-06-01,5.0
4357,"Road-650 Red, 48_Totes & Baskets Company_Texas",2,2014-07-01,5.0
4358,"Road-650 Red, 48_Totes & Baskets Company_Texas",3,2014-08-01,5.0
4359,"Road-650 Red, 48_Wholesale Bikes_Massachusetts",1,2014-06-01,2.0
4360,"Road-650 Red, 48_Wholesale Bikes_Massachusetts",2,2014-07-01,2.0
4361,"Road-650 Red, 48_Wholesale Bikes_Massachusetts",3,2014-08-01,2.0
4362,"Road-650 Red, 52_Advanced Bike Components_Texas",1,2014-06-01,5.0
4363,"Road-650 Red, 52_Advanced Bike Components_Texas",2,2014-07-01,5.0
4364,"Road-650 Red, 52_Advanced Bike Components_Texas",3,2014-08-01,5.0
4365,"Road-650 Red, 52_Affordable Sports Equipment_California",1,2014-06-01,1.0
4366,"Road-650 Red, 52_Affordable Sports Equipment_California",2,2014-07-01,1.0
4367,"Road-650 Red, 52_Affordable Sports Equipment_California",3,2014-08-01,1.0
4368,"Road-650 Red, 52_Bike Dealers Association_New Mexico",1,2014-06-01,3.0
4369,"Road-650 Red, 52_Bike Dealers Association_New Mexico",2,2014-07-01,3.0
4370,"Road-650 Red, 52_Bike Dealers Association_New Mexico",3,2014-08-01,3.0
4371,"Road-650 Red, 52_Corner Bicycle Supply_Canada",1,2014-06-01,4.0
4372,"Road-650 Red, 52_Corner Bicycle Supply_Canada",2,2014-07-01,4.0
4373,"Road-650 Red, 52_Corner Bicycle Supply_Canada",3,2014-08-01,4.0
4374,"Road-650 Red, 52_Excellent Riding Supplies_Tennessee",1,2014-06-01,6.0
4375,"Road-650 Red, 52_Excellent Riding Supplies_Tennessee",2,2014-07-01,6.0
4376,"Road-650 Red, 52_Excellent Riding Supplies_Tennessee",3,2014-08-01,6.0
4377,"Road-650 Red, 52_Farthermost Bike Shop_California",1,2014-06-01,7.0
4378,"Road-650 Red, 52_Farthermost Bike Shop_California",2,2014-07-01,7.0
4379,"Road-650 Red, 52_Farthermost Bike Shop_California",3,2014-08-01,7.0
4380,"Road-650 Red, 52_First Bike Store_Missouri",1,2014-06-01,2.0
4381,"Road-650 Red, 52_First Bike Store_Missouri",2,2014-07-01,2.0
4382,"Road-650 Red, 52_First Bike Store_Missouri",3,2014-08-01,2.0
4383,"Road-650 Red, 52_Fitness Toy Store_Texas",1,2014-06-01,2.0
4384,"Road-650 Red, 52_Fitness Toy Store_Texas",2,2014-07-01,2.0
4385,"Road-650 Red, 52_Fitness Toy Store_Texas",3,2014-08-01,2.0
4386,"Road-650 Red, 52_Fun Times Club_Colorado",1,2014-06-01,1.0
4387,"Road-650 Red, 52_Fun Times Club_Colorado",2,2014-07-01,1.0
4388,"Road-650 Red, 52_Fun Times Club_Colorado",3,2014-08-01,1.0
4389,"Road-650 Red, 52_Good Bike Shop_Wisconsin",1,2014-06-01,2.0
4390,"Road-650 Red, 52_Good Bike Shop_Wisconsin",2,2014-07-01,2.0
4391,"Road-650 Red, 52_Good Bike Shop_Wisconsin",3,2014-08-01,2.0
4392,"Road-650 Red, 52_Health Spa, Limited_Canada",1,2014-06-01,4.0
4393,"Road-650 Red, 52_Health Spa, Limited_Canada",2,2014-07-01,4.0
4394,"Road-650 Red, 52_Health Spa, Limited_Canada",3,2014-08-01,4.0
4395,"Road-650 Red, 52_Larger Cycle Shop_New York",1,2014-06-01,2.0
4396,"Road-650 Red, 52_Larger Cycle Shop_New York",2,2014-07-01,2.0
4397,"Road-650 Red, 52_Larger Cycle Shop_New York",3,2014-08-01,2.0
4398,"Road-650 Red, 52_National Manufacturing_Canada",1,2014-06-01,4.0
4399,"Road-650 Red, 52_National Manufacturing_Canada",2,2014-07-01,4.0
4400,"Road-650 Red, 52_National Manufacturing_Canada",3,2014-08-01,4.0
4401,"Road-650 Red, 52_New and Used Bicycles_North Carolina",1,2014-06-01,3.0
4402,"Road-650 Red, 52_New and Used Bicycles_North Carolina",2,2014-07-01,3.0
4403,"Road-650 Red, 52_New and Used Bicycles_North Carolina",3,2014-08-01,3.0
4404,"Road-650 Red, 52_Preferred Bikes_California",1,2014-06-01,3.0
4405,"Road-650 Red, 52_Preferred Bikes_California",2,2014-07-01,3.0
4406,"Road-650 Red, 52_Preferred Bikes_California",3,2014-08-01,3.0
4407,"Road-650 Red, 52_Primary Bike Distributors_Canada",1,2014-06-01,1.0
4408,"Road-650 Red, 52_Primary Bike Distributors_Canada",2,2014-07-01,1.0
4409,"Road-650 Red, 52_Primary Bike Distributors_Canada",3,2014-08-01,1.0
4410,"Road-650 Red, 52_Retail Mall_Canada",1,2014-06-01,4.0
4411,"Road-650 Red, 52_Retail Mall_Canada",2,2014-07-01,4.0
4412,"Road-650 Red, 52_Retail Mall_Canada",3,2014-08-01,4.0
4413,"Road-650 Red, 52_Retail Sales and Service_New Hampshire",1,2014-06-01,4.0
4414,"Road-650 Red, 52_Retail Sales and Service_New Hampshire",2,2014-07-01,4.0
4415,"Road-650 Red, 52_Retail Sales and Service_New Hampshire",3,2014-08-01,4.0
4416,"Road-650 Red, 52_Rewarding Activities Company_Canada",1,2014-06-01,2.0
4417,"Road-650 Red, 52_Rewarding Activities Company_Canada",2,2014-07-01,2.0
4418,"Road-650 Red, 52_Rewarding Activities Company_Canada",3,2014-08-01,2.0
4419,"Road-650 Red, 52_Riders Company_Minnesota",1,2014-06-01,3.0
4420,"Road-650 Red, 52_Riders Company_Minnesota",2,2014-07-01,3.0
4421,"Road-650 Red, 52_Riders Company_Minnesota",3,2014-08-01,3.0
4422,"Road-650 Red, 52_Seventh Bike Store_New Hampshire",1,2014-06-01,1.0
4423,"Road-650 Red, 52_Seventh Bike Store_New Hampshire",2,2014-07-01,1.0
4424,"Road-650 Red, 52_Seventh Bike Store_New Hampshire",3,2014-08-01,1.0
4425,"Road-650 Red, 52_Sundry Sporting Goods_Canada",1,2014-06-01,1.0
4426,"Road-650 Red, 52_Sundry Sporting Goods_Canada",2,2014-07-01,1.0
4427,"Road-650 Red, 52_Sundry Sporting Goods_Canada",3,2014-08-01,1.0
4428,"Road-650 Red, 52_Thorough Parts and Repair Services_Washington",1,2014-06-01,4.0
4429,"Road-650 Red, 52_Thorough Parts and Repair Services_Washington",2,2014-07-01,4.0
4430,"Road-650 Red, 52_Thorough Parts and Repair Services_Washington",3,2014-08-01,4.0
4431,"Road-650 Red, 52_Totes & Baskets Company_Texas",1,2014-06-01,3.0
4432,"Road-650 Red, 52_Totes & Baskets Company_Texas",2,2014-07-01,3.0
4433,"Road-650 Red, 52_Totes & Baskets Company_Texas",3,2014-08-01,3.0
4434,"Road-650 Red, 58_Corner Bicycle Supply_Canada",1,2014-06-01,8.0
4435,"Road-650 Red, 58_Corner Bicycle Supply_Canada",2,2014-07-01,8.0
4436,"Road-650 Red, 58_Corner Bicycle Supply_Canada",3,2014-08-01,8.0
4437,"Road-650 Red, 58_Excellent Riding Supplies_Tennessee",1,2014-06-01,6.0
4438,"Road-650 Red, 58_Excellent Riding Supplies_Tennessee",2,2014-07-01,6.0
4439,"Road-650 Red, 58_Excellent Riding Supplies_Tennessee",3,2014-08-01,6.0
4440,"Road-650 Red, 58_Farthermost Bike Shop_California",1,2014-06-01,5.0
4441,"Road-650 Red, 58_Farthermost Bike Shop_California",2,2014-07-01,5.0
4442,"Road-650 Red, 58_Farthermost Bike Shop_California",3,2014-08-01,5.0
4443,"Road-650 Red, 58_First Bike Store_Missouri",1,2014-06-01,4.0
4444,"Road-650 Red, 58_First Bike Store_Missouri",2,2014-07-01,4.0
4445,"Road-650 Red, 58_First Bike Store_Missouri",3,2014-08-01,4.0
4446,"Road-650 Red, 58_Fun Times Club_Colorado",1,2014-06-01,1.0
4447,"Road-650 Red, 58_Fun Times Club_Colorado",2,2014-07-01,1.0
4448,"Road-650 Red, 58_Fun Times Club_Colorado",3,2014-08-01,1.0
4449,"Road-650 Red, 58_New and Used Bicycles_North Carolina",1,2014-06-01,1.0
4450,"Road-650 Red, 58_New and Used Bicycles_North Carolina",2,2014-07-01,1.0
4451,"Road-650 Red, 58_New and Used Bicycles_North Carolina",3,2014-08-01,1.0
4452,"Road-650 Red, 58_Riders Company_Minnesota",1,2014-06-01,3.0
4453,"Road-650 Red, 58_Riders Company_Minnesota",2,2014-07-01,3.0
4454,"Road-650 Red, 58_Riders Company_Minnesota",3,2014-08-01,3.0
4455,"Road-650 Red, 58_Separate Parts Corporation_California",1,2014-06-01,2.0
4456,"Road-650 Red, 58_Separate Parts Corporation_California",2,2014-07-01,2.0
4457,"Road-650 Red, 58_Separate Parts Corporation_California",3,2014-08-01,2.0
4458,"Road-650 Red, 58_Seventh Bike Store_New Hampshire",1,2014-06-01,1.0
4459,"Road-650 Red, 58_Seventh Bike Store_New Hampshire",2,2014-07-01,1.0
4460,"Road-650 Red, 58_Seventh Bike Store_New Hampshire",3,2014-08-01,1.0
4461,"Road-650 Red, 58_Sure & Reliable Sporting Goods_Washington",1,2014-06-01,1.0
4462,"Road-650 Red, 58_Sure & Reliable Sporting Goods_Washington",2,2014-07-01,1.0
4463,"Road-650 Red, 58_Sure & Reliable Sporting Goods_Washington",3,2014-08-01,1.0
4464,"Road-650 Red, 58_Tenth Bike Store_Canada",1,2014-06-01,4.0
4465,"Road-650 Red, 58_Tenth Bike Store_Canada",2,2014-07-01,4.0
4466,"Road-650 Red, 58_Tenth Bike Store_Canada",3,2014-08-01,4.0
4467,"Road-650 Red, 58_Thorough Parts and Repair Services_Washington",1,2014-06-01,2.0
4468,"Road-650 Red, 58_Thorough Parts and Repair Services_Washington",2,2014-07-01,2.0
4469,"Road-650 Red, 58_Thorough Parts and Repair Services_Washington",3,2014-08-01,2.0
4470,"Road-650 Red, 58_Totes & Baskets Company_Texas",1,2014-06-01,3.0
4471,"Road-650 Red, 58_Totes & Baskets Company_Texas",2,2014-07-01,3.0
4472,"Road-650 Red, 58_Totes & Baskets Company_Texas",3,2014-08-01,3.0
4473,"Road-650 Red, 60_Advanced Bike Components_Texas",1,2014-06-01,3.0
4474,"Road-650 Red, 60_Advanced Bike Components_Texas",2,2014-07-01,3.0
4475,"Road-650 Red, 60_Advanced Bike Components_Texas",3,2014-08-01,3.0
4476,"Road-650 Red, 60_Affordable Sports Equipment_California",1,2014-06-01,2.0
4477,"Road-650 Red, 60_Affordable Sports Equipment_California",2,2014-07-01,2.0
4478,"Road-650 Red, 60_Affordable Sports Equipment_California",3,2014-08-01,2.0
4479,"Road-650 Red, 60_Bike Dealers Association_New Mexico",1,2014-06-01,6.0
4480,"Road-650 Red, 60_Bike Dealers Association_New Mexico",2,2014-07-01,6.0
4481,"Road-650 Red, 60_Bike Dealers Association_New Mexico",3,2014-08-01,6.0
4482,"Road-650 Red, 60_Corner Bicycle Supply_Canada",1,2014-06-01,7.0
4483,"Road-650 Red, 60_Corner Bicycle Supply_Canada",2,2014-07-01,7.0
4484,"Road-650 Red, 60_Corner Bicycle Supply_Canada",3,2014-08-01,7.0
4485,"Road-650 Red, 60_Discount Tours_California",1,2014-06-01,3.0
4486,"Road-650 Red, 60_Discount Tours_California",2,2014-07-01,3.0
4487,"Road-650 Red, 60_Discount Tours_California",3,2014-08-01,3.0
4488,"Road-650 Red, 60_Excellent Riding Supplies_Tennessee",1,2014-06-01,3.0
4489,"Road-650 Red, 60_Excellent Riding Supplies_Tennessee",2,2014-07-01,3.0
4490,"Road-650 Red, 60_Excellent Riding Supplies_Tennessee",3,2014-08-01,3.0
4491,"Road-650 Red, 60_Farthermost Bike Shop_California",1,2014-06-01,3.0
4492,"Road-650 Red, 60_Farthermost Bike Shop_California",2,2014-07-01,3.0
4493,"Road-650 Red, 60_Farthermost Bike Shop_California",3,2014-08-01,3.0
4494,"Road-650 Red, 60_Field Trip Inc_Michigan",1,2014-06-01,1.0
4495,"Road-650 Red, 60_Field Trip Inc_Michigan",2,2014-07-01,1.0
4496,"Road-650 Red, 60_Field Trip Inc_Michigan",3,2014-08-01,1.0
4497,"Road-650 Red, 60_First Bike Store_Missouri",1,2014-06-01,7.0
4498,"Road-650 Red, 60_First Bike Store_Missouri",2,2014-07-01,7.0
4499,"Road-650 Red, 60_First Bike Store_Missouri",3,2014-08-01,7.0
4500,"Road-650 Red, 60_Fitness Toy Store_Texas",1,2014-06-01,3.0
4501,"Road-650 Red, 60_Fitness Toy Store_Texas",2,2014-07-01,3.0
4502,"Road-650 Red, 60_Fitness Toy Store_Texas",3,2014-08-01,3.0
4503,"Road-650 Red, 60_Fun Times Club_Colorado",1,2014-06-01,1.0
4504,"Road-650 Red, 60_Fun Times Club_Colorado",2,2014-07-01,1.0
4505,"Road-650 Red, 60_Fun Times Club_Colorado",3,2014-08-01,1.0
4506,"Road-650 Red, 60_Gasless Cycle Shop_Canada",1,2014-06-01,1.0
4507,"Road-650 Red, 60_Gasless Cycle Shop_Canada",2,2014-07-01,1.0
4508,"Road-650 Red, 60_Gasless Cycle Shop_Canada",3,2014-08-01,1.0
4509,"Road-650 Red, 60_General Bike Corporation_Canada",1,2014-06-01,1.0
4510,"Road-650 Red, 60_General Bike Corporation_Canada",2,2014-07-01,1.0
4511,"Road-650 Red, 60_General Bike Corporation_Canada",3,2014-08-01,1.0
4512,"Road-650 Red, 60_Good Bike Shop_Wisconsin",1,2014-06-01,1.0
4513,"Road-650 Red, 60_Good Bike Shop_Wisconsin",2,2014-07-01,1.0
4514,"Road-650 Red, 60_Good Bike Shop_Wisconsin",3,2014-08-01,1.0
4515,"Road-650 Red, 60_Health Spa, Limited_Canada",1,2014-06-01,5.0
4516,"Road-650 Red, 60_Health Spa, Limited_Canada",2,2014-07-01,5.0
4517,"Road-650 Red, 60_Health Spa, Limited_Canada",3,2014-08-01,5.0
4518,"Road-650 Red, 60_Highway Bike Shop_California",1,2014-06-01,1.0
4519,"Road-650 Red, 60_Highway Bike Shop_California",2,2014-07-01,1.0
4520,"Road-650 Red, 60_Highway Bike Shop_California",3,2014-08-01,1.0
4521,"Road-650 Red, 60_Larger Cycle Shop_New York",1,2014-06-01,14.0
4522,"Road-650 Red, 60_Larger Cycle Shop_New York",2,2014-07-01,14.0
4523,"Road-650 Red, 60_Larger Cycle Shop_New York",3,2014-08-01,14.0
4524,"Road-650 Red, 60_Lease-a-Bike Shop_Connecticut",1,2014-06-01,2.0
4525,"Road-650 Red, 60_Lease-a-Bike Shop_Connecticut",2,2014-07-01,2.0
4526,"Road-650 Red, 60_Lease-a-Bike Shop_Connecticut",3,2014-08-01,2.0
4527,"Road-650 Red, 60_Metal Processing Company_Canada",1,2014-06-01,3.0
4528,"Road-650 Red, 60_Metal Processing Company_Canada",2,2014-07-01,3.0
4529,"Road-650 Red, 60_Metal Processing Company_Canada",3,2014-08-01,3.0
4530,"Road-650 Red, 60_Metropolitan Manufacturing_California",1,2014-06-01,1.0
4531,"Road-650 Red, 60_Metropolitan Manufacturing_California",2,2014-07-01,1.0
4532,"Road-650 Red, 60_Metropolitan Manufacturing_California",3,2014-08-01,1.0
4533,"Road-650 Red, 60_Painters Bicycle Specialists_Connecticut",1,2014-06-01,1.0
4534,"Road-650 Red, 60_Painters Bicycle Specialists_Connecticut",2,2014-07-01,1.0
4535,"Road-650 Red, 60_Painters Bicycle Specialists_Connecticut",3,2014-08-01,1.0
4536,"Road-650 Red, 60_Preferred Bikes_California",1,2014-06-01,6.0
4537,"Road-650 Red, 60_Preferred Bikes_California",2,2014-07-01,6.0
4538,"Road-650 Red, 60_Preferred Bikes_California",3,2014-08-01,6.0
4539,"Road-650 Red, 60_Primary Bike Distributors_Canada",1,2014-06-01,6.0
4540,"Road-650 Red, 60_Primary Bike Distributors_Canada",2,2014-07-01,6.0
4541,"Road-650 Red, 60_Primary Bike Distributors_Canada",3,2014-08-01,6.0
4542,"Road-650 Red, 60_Remarkable Bike Store_Nevada",1,2014-06-01,1.0
4543,"Road-650 Red, 60_Remarkable Bike Store_Nevada",2,2014-07-01,1.0
4544,"Road-650 Red, 60_Remarkable Bike Store_Nevada",3,2014-08-01,1.0
4545,"Road-650 Red, 60_Retail Mall_Canada",1,2014-06-01,6.0
4546,"Road-650 Red, 60_Retail Mall_Canada",2,2014-07-01,6.0
4547,"Road-650 Red, 60_Retail Mall_Canada",3,2014-08-01,6.0
4548,"Road-650 Red, 60_Retail Sales and Service_New Hampshire",1,2014-06-01,3.0
4549,"Road-650 Red, 60_Retail Sales and Service_New Hampshire",2,2014-07-01,3.0
4550,"Road-650 Red, 60_Retail Sales and Service_New Hampshire",3,2014-08-01,3.0
4551,"Road-650 Red, 60_Rewarding Activities Company_Canada",1,2014-06-01,3.0
4552,"Road-650 Red, 60_Rewarding Activities Company_Canada",2,2014-07-01,3.0
4553,"Road-650 Red, 60_Rewarding Activities Company_Canada",3,2014-08-01,3.0
4554,"Road-650 Red, 60_Riders Company_Minnesota",1,2014-06-01,2.0
4555,"Road-650 Red, 60_Riders Company_Minnesota",2,2014-07-01,2.0
4556,"Road-650 Red, 60_Riders Company_Minnesota",3,2014-08-01,2.0
4557,"Road-650 Red, 60_Separate Parts Corporation_California",1,2014-06-01,3.0
4558,"Road-650 Red, 60_Separate Parts Corporation_California",2,2014-07-01,3.0
4559,"Road-650 Red, 60_Separate Parts Corporation_California",3,2014-08-01,3.0
4560,"Road-650 Red, 60_Seventh Bike Store_New Hampshire",1,2014-06-01,1.0
4561,"Road-650 Red, 60_Seventh Bike Store_New Hampshire",2,2014-07-01,1.0
4562,"Road-650 Red, 60_Seventh Bike Store_New Hampshire",3,2014-08-01,1.0
4563,"Road-650 Red, 60_Small Cycle Store_Michigan",1,2014-06-01,3.0
4564,"Road-650 Red, 60_Small Cycle Store_Michigan",2,2014-07-01,3.0
4565,"Road-650 Red, 60_Small Cycle Store_Michigan",3,2014-08-01,3.0
4566,"Road-650 Red, 60_Sundry Sporting Goods_Canada",1,2014-06-01,4.0
4567,"Road-650 Red, 60_Sundry Sporting Goods_Canada",2,2014-07-01,4.0
4568,"Road-650 Red, 60_Sundry Sporting Goods_Canada",3,2014-08-01,4.0
4569,"Road-650 Red, 60_Sunny Place Bikes_Florida",1,2014-06-01,3.0
4570,"Road-650 Red, 60_Sunny Place Bikes_Florida",2,2014-07-01,3.0
4571,"Road-650 Red, 60_Sunny Place Bikes_Florida",3,2014-08-01,3.0
4572,"Road-650 Red, 60_Sure & Reliable Sporting Goods_Washington",1,2014-06-01,1.0
4573,"Road-650 Red, 60_Sure & Reliable Sporting Goods_Washington",2,2014-07-01,1.0
4574,"Road-650 Red, 60_Sure & Reliable Sporting Goods_Washington",3,2014-08-01,1.0
4575,"Road-650 Red, 60_Tenth Bike Store_Canada",1,2014-06-01,2.0
4576,"Road-650 Red, 60_Tenth Bike Store_Canada",2,2014-07-01,2.0
4577,"Road-650 Red, 60_Tenth Bike Store_Canada",3,2014-08-01,2.0
4578,"Road-650 Red, 60_Thorough Parts and Repair Services_Washington",1,2014-06-01,4.0
4579,"Road-650 Red, 60_Thorough Parts and Repair Services_Washington",2,2014-07-01,4.0
4580,"Road-650 Red, 60_Thorough Parts and Repair Services_Washington",3,2014-08-01,4.0
4581,"Road-650 Red, 60_Totes & Baskets Company_Texas",1,2014-06-01,2.0
4582,"Road-650 Red, 60_Totes & Baskets Company_Texas",2,2014-07-01,2.0
4583,"Road-650 Red, 60_Totes & Baskets Company_Texas",3,2014-08-01,2.0
4584,"Road-650 Red, 62_Advanced Bike Components_Texas",1,2014-06-01,3.0
4585,"Road-650 Red, 62_Advanced Bike Components_Texas",2,2014-07-01,3.0
4586,"Road-650 Red, 62_Advanced Bike Components_Texas",3,2014-08-01,3.0
4587,"Road-650 Red, 62_Affordable Sports Equipment_California",1,2014-06-01,4.0
4588,"Road-650 Red, 62_Affordable Sports Equipment_California",2,2014-07-01,4.0
4589,"Road-650 Red, 62_Affordable Sports Equipment_California",3,2014-08-01,4.0
4590,"Road-650 Red, 62_Bike Dealers Association_New Mexico",1,2014-06-01,2.0
4591,"Road-650 Red, 62_Bike Dealers Association_New Mexico",2,2014-07-01,2.0
4592,"Road-650 Red, 62_Bike Dealers Association_New Mexico",3,2014-08-01,2.0
4593,"Road-650 Red, 62_Corner Bicycle Supply_Canada",1,2014-06-01,5.0
4594,"Road-650 Red, 62_Corner Bicycle Supply_Canada",2,2014-07-01,5.0
4595,"Road-650 Red, 62_Corner Bicycle Supply_Canada",3,2014-08-01,5.0
4596,"Road-650 Red, 62_Excellent Riding Supplies_Tennessee",1,2014-06-01,1.0
4597,"Road-650 Red, 62_Excellent Riding Supplies_Tennessee",2,2014-07-01,1.0
4598,"Road-650 Red, 62_Excellent Riding Supplies_Tennessee",3,2014-08-01,1.0
4599,"Road-650 Red, 62_Famous Bike Sales and Service_New York",1,2014-06-01,1.0
4600,"Road-650 Red, 62_Famous Bike Sales and Service_New York",2,2014-07-01,1.0
4601,"Road-650 Red, 62_Famous Bike Sales and Service_New York",3,2014-08-01,1.0
4602,"Road-650 Red, 62_Farthermost Bike Shop_California",1,2014-06-01,5.0
4603,"Road-650 Red, 62_Farthermost Bike Shop_California",2,2014-07-01,5.0
4604,"Road-650 Red, 62_Farthermost Bike Shop_California",3,2014-08-01,5.0
4605,"Road-650 Red, 62_First Bike Store_Missouri",1,2014-06-01,6.0
4606,"Road-650 Red, 62_First Bike Store_Missouri",2,2014-07-01,6.0
4607,"Road-650 Red, 62_First Bike Store_Missouri",3,2014-08-01,6.0
4608,"Road-650 Red, 62_Fitness Toy Store_Texas",1,2014-06-01,5.0
4609,"Road-650 Red, 62_Fitness Toy Store_Texas",2,2014-07-01,5.0
4610,"Road-650 Red, 62_Fitness Toy Store_Texas",3,2014-08-01,5.0
4611,"Road-650 Red, 62_Fun Times Club_Colorado",1,2014-06-01,3.0
4612,"Road-650 Red, 62_Fun Times Club_Colorado",2,2014-07-01,3.0
4613,"Road-650 Red, 62_Fun Times Club_Colorado",3,2014-08-01,3.0
4614,"Road-650 Red, 62_General Bike Corporation_Canada",1,2014-06-01,1.0
4615,"Road-650 Red, 62_General Bike Corporation_Canada",2,2014-07-01,1.0
4616,"Road-650 Red, 62_General Bike Corporation_Canada",3,2014-08-01,1.0
4617,"Road-650 Red, 62_Good Bike Shop_Wisconsin",1,2014-06-01,1.0
4618,"Road-650 Red, 62_Good Bike Shop_Wisconsin",2,2014-07-01,1.0
4619,"Road-650 Red, 62_Good Bike Shop_Wisconsin",3,2014-08-01,1.0
4620,"Road-650 Red, 62_Health Spa, Limited_Canada",1,2014-06-01,6.0
