nome_produto,nome_cliente,regiao,ano,mes,data_base,quantidade
"Touring-3000 Yellow, 50",Immense Manufacturing Company,Missouri,2014,3,2014-03-31,5
"HL Touring Frame - Blue, 60",Immense Manufacturing Company,Missouri,2014,3,2014-03-31,3
"Touring-1000 Blue, 60",Immense Manufacturing Company,Missouri,2014,3,2014-03-31,6
"HL Touring Frame - Yellow, 60",Immense Manufacturing Company,Missouri,2014,3,2014-03-31,3
"Touring-3000 Blue, 58",Immense Manufacturing Company,Missouri,2014,3,2014-03-31,2
"Touring-2000 Blue, 54",Immense Manufacturing Company,Missouri,2014,3,2014-03-31,9
"Touring-2000 Blue, 60",Immense Manufacturing Company,Missouri,2014,3,2014-03-31,2
"LL Touring Frame - Yellow, 44",Immense Manufacturing Company,Missouri,2013,9,2013-09-30,3
"Touring-3000 Blue, 58",Immense Manufacturing Company,Missouri,2013,9,2013-09-30,1
"Touring-1000 Blue, 60",Immense Manufacturing Company,Missouri,2013,9,2013-09-30,6
"HL Touring Frame - Blue, 60",Immense Manufacturing Company,Missouri,2013,9,2013-09-30,2
"Touring-1000 Blue, 50",Immense Manufacturing Company,Missouri,2013,9,2013-09-30,6
"Touring-1000 Blue, 46",Immense Manufacturing Company,Missouri,2013,9,2013-09-30,4
"Touring-2000 Blue, 60",Immense Manufacturing Company,Missouri,2013,9,2013-09-30,6
"Touring-3000 Blue, 50",Immense Manufacturing Company,Missouri,2013,9,2013-09-30,3
"Touring-1000 Yellow, 60",Immense Manufacturing Company,Missouri,2013,9,2013-09-30,10
"Touring-2000 Blue, 54",Immense Manufacturing Company,Missouri,2013,9,2013-09-30,3
"Touring-1000 Yellow, 50",Immense Manufacturing Company,Missouri,2013,9,2013-09-30,7
"Touring-3000 Yellow, 44",Immense Manufacturing Company,Missouri,2013,9,2013-09-30,2
"Touring-1000 Yellow, 60",Immense Manufacturing Company,Missouri,2013,12,2013-12-31,2
"Touring-2000 Blue, 54",Immense Manufacturing Company,Missouri,2013,12,2013-12-31,3
"Touring-2000 Blue, 60",Immense Manufacturing Company,Missouri,2013,12,2013-12-31,2
"HL Touring Frame - Blue, 54",Immense Manufacturing Company,Missouri,2013,12,2013-12-31,1
"Touring-1000 Blue, 60",Immense Manufacturing Company,Missouri,2013,12,2013-12-31,6
"Touring-3000 Blue, 50",Immense Manufacturing Company,Missouri,2013,12,2013-12-31,1
"Touring-1000 Blue, 50",Immense Manufacturing Company,Missouri,2013,12,2013-12-31,2
"HL Touring Frame - Yellow, 60",Immense Manufacturing Company,Missouri,2013,12,2013-12-31,3
"Touring-3000 Blue, 58",Immense Manufacturing Company,Missouri,2013,12,2013-12-31,2
"Touring-3000 Yellow, 44",Immense Manufacturing Company,Missouri,2013,12,2013-12-31,6
Front Brakes,Instruments and Parts Company,United Kingdom,2013,7,2013-07-31,8
"Touring-3000 Blue, 50",Instruments and Parts Company,United Kingdom,2013,7,2013-07-31,2
"Touring-3000 Blue, 62",Instruments and Parts Company,United Kingdom,2013,7,2013-07-31,5
"Touring-1000 Blue, 54",Instruments and Parts Company,United Kingdom,2013,7,2013-07-31,2
HL Touring Seat/Saddle,Instruments and Parts Company,United Kingdom,2013,7,2013-07-31,2
Chain,Instruments and Parts Company,United Kingdom,2013,7,2013-07-31,2
"Touring-3000 Yellow, 62",Instruments and Parts Company,United Kingdom,2013,7,2013-07-31,1
Front Derailleur,Instruments and Parts Company,United Kingdom,2013,7,2013-07-31,10
"Touring-1000 Yellow, 50",Instruments and Parts Company,United Kingdom,2013,7,2013-07-31,2
"Touring-3000 Blue, 44",Instruments and Parts Company,United Kingdom,2013,7,2013-07-31,1
"Touring-3000 Yellow, 58",Instruments and Parts Company,United Kingdom,2013,7,2013-07-31,3
HL Bottom Bracket,Instruments and Parts Company,United Kingdom,2013,7,2013-07-31,3
"Touring-1000 Yellow, 60",Instruments and Parts Company,United Kingdom,2013,7,2013-07-31,2
"Touring-2000 Blue, 50",Instruments and Parts Company,United Kingdom,2013,7,2013-07-31,6
LL Bottom Bracket,Instruments and Parts Company,United Kingdom,2013,7,2013-07-31,4
"Touring-3000 Blue, 58",Instruments and Parts Company,United Kingdom,2013,7,2013-07-31,5
"Touring-3000 Yellow, 44",Instruments and Parts Company,United Kingdom,2013,7,2013-07-31,4
"Touring-2000 Blue, 54",Instruments and Parts Company,United Kingdom,2013,7,2013-07-31,4
"Touring-1000 Yellow, 54",Instruments and Parts Company,United Kingdom,2013,7,2013-07-31,3
"Touring-2000 Blue, 60",Instruments and Parts Company,United Kingdom,2013,7,2013-07-31,2
"Touring-1000 Blue, 60",Instruments and Parts Company,United Kingdom,2013,7,2013-07-31,2
"Touring-2000 Blue, 46",Instruments and Parts Company,United Kingdom,2013,7,2013-07-31,2
LL Crankset,Instruments and Parts Company,United Kingdom,2013,7,2013-07-31,4
HL Crankset,Instruments and Parts Company,United Kingdom,2013,7,2013-07-31,4
"Touring-3000 Blue, 54",Instruments and Parts Company,United Kingdom,2013,7,2013-07-31,4
"Touring-1000 Blue, 46",Instruments and Parts Company,United Kingdom,2013,7,2013-07-31,2
"Touring-3000 Blue, 50",Instruments and Parts Company,United Kingdom,2014,5,2014-05-01,3
LL Crankset,Instruments and Parts Company,United Kingdom,2014,5,2014-05-01,4
"Touring-2000 Blue, 46",Instruments and Parts Company,United Kingdom,2014,5,2014-05-01,3
"Touring-3000 Yellow, 62",Instruments and Parts Company,United Kingdom,2014,5,2014-05-01,5
Front Brakes,Instruments and Parts Company,United Kingdom,2014,5,2014-05-01,1
"Touring-1000 Blue, 50",Instruments and Parts Company,United Kingdom,2014,5,2014-05-01,6
"Touring-1000 Blue, 54",Instruments and Parts Company,United Kingdom,2014,5,2014-05-01,4
Front Derailleur,Instruments and Parts Company,United Kingdom,2014,5,2014-05-01,3
"Touring-1000 Yellow, 54",Instruments and Parts Company,United Kingdom,2014,5,2014-05-01,1
"Touring-3000 Yellow, 44",Instruments and Parts Company,United Kingdom,2014,5,2014-05-01,2
HL Bottom Bracket,Instruments and Parts Company,United Kingdom,2014,5,2014-05-01,4
"Touring-2000 Blue, 60",Instruments and Parts Company,United Kingdom,2014,5,2014-05-01,2
"Touring-1000 Yellow, 50",Instruments and Parts Company,United Kingdom,2014,5,2014-05-01,1
"Touring-3000 Blue, 44",Instruments and Parts Company,United Kingdom,2014,5,2014-05-01,4
"Touring-1000 Blue, 60",Instruments and Parts Company,United Kingdom,2014,5,2014-05-01,3
Chain,Instruments and Parts Company,United Kingdom,2014,5,2014-05-01,1
"Touring-3000 Blue, 62",Instruments and Parts Company,United Kingdom,2014,5,2014-05-01,3
"Touring-2000 Blue, 50",Instruments and Parts Company,United Kingdom,2014,5,2014-05-01,5
LL Bottom Bracket,Instruments and Parts Company,United Kingdom,2014,5,2014-05-01,3
HL Crankset,Instruments and Parts Company,United Kingdom,2014,5,2014-05-01,3
"Touring-2000 Blue, 54",Instruments and Parts Company,United Kingdom,2014,5,2014-05-01,5
"Touring-1000 Blue, 46",Instruments and Parts Company,United Kingdom,2014,5,2014-05-01,3
"Touring-3000 Yellow, 58",Instruments and Parts Company,United Kingdom,2014,5,2014-05-01,3
HL Touring Seat/Saddle,Instruments and Parts Company,United Kingdom,2014,5,2014-05-01,3
"Touring-1000 Yellow, 46",Instruments and Parts Company,United Kingdom,2014,5,2014-05-01,3
"Touring-3000 Blue, 54",Instruments and Parts Company,United Kingdom,2014,5,2014-05-01,1
"Touring-3000 Blue, 58",Instruments and Parts Company,United Kingdom,2014,5,2014-05-01,1
"Touring-1000 Yellow, 50",Instruments and Parts Company,United Kingdom,2013,10,2013-10-30,6
"Touring-2000 Blue, 50",Instruments and Parts Company,United Kingdom,2013,10,2013-10-30,1
"Touring-3000 Yellow, 58",Instruments and Parts Company,United Kingdom,2013,10,2013-10-30,3
"Touring-3000 Blue, 50",Instruments and Parts Company,United Kingdom,2013,10,2013-10-30,2
"Touring-2000 Blue, 60",Instruments and Parts Company,United Kingdom,2013,10,2013-10-30,3
"Touring-1000 Blue, 60",Instruments and Parts Company,United Kingdom,2013,10,2013-10-30,1
LL Crankset,Instruments and Parts Company,United Kingdom,2013,10,2013-10-30,1
HL Crankset,Instruments and Parts Company,United Kingdom,2013,10,2013-10-30,3
"Touring-1000 Blue, 54",Instruments and Parts Company,United Kingdom,2013,10,2013-10-30,1
"Touring-2000 Blue, 46",Instruments and Parts Company,United Kingdom,2013,10,2013-10-30,4
"Touring-2000 Blue, 54",Instruments and Parts Company,United Kingdom,2013,10,2013-10-30,3
LL Bottom Bracket,Instruments and Parts Company,United Kingdom,2013,10,2013-10-30,3
Front Brakes,Instruments and Parts Company,United Kingdom,2013,10,2013-10-30,4
"Touring-3000 Yellow, 44",Instruments and Parts Company,United Kingdom,2013,10,2013-10-30,4
"Touring-1000 Blue, 46",Instruments and Parts Company,United Kingdom,2013,10,2013-10-30,1
"Touring-3000 Yellow, 62",Instruments and Parts Company,United Kingdom,2013,10,2013-10-30,6
HL Bottom Bracket,Instruments and Parts Company,United Kingdom,2013,10,2013-10-30,3
"Touring-3000 Blue, 62",Instruments and Parts Company,United Kingdom,2013,10,2013-10-30,3
Chain,Instruments and Parts Company,United Kingdom,2013,10,2013-10-30,5
"Touring-1000 Yellow, 46",Instruments and Parts Company,United Kingdom,2013,10,2013-10-30,3
"Touring-3000 Blue, 44",Instruments and Parts Company,United Kingdom,2013,10,2013-10-30,2
"Touring-3000 Blue, 54",Instruments and Parts Company,United Kingdom,2013,10,2013-10-30,1
"Touring-1000 Yellow, 54",Instruments and Parts Company,United Kingdom,2013,10,2013-10-30,4
"Touring-1000 Yellow, 60",Instruments and Parts Company,United Kingdom,2013,10,2013-10-30,5
"Touring-1000 Blue, 50",Instruments and Parts Company,United Kingdom,2013,10,2013-10-30,1
Front Derailleur,Instruments and Parts Company,United Kingdom,2013,10,2013-10-30,2
HL Touring Seat/Saddle,Instruments and Parts Company,United Kingdom,2013,10,2013-10-30,2
"Touring-3000 Blue, 58",Instruments and Parts Company,United Kingdom,2013,10,2013-10-30,2
"Touring-3000 Yellow, 44",Instruments and Parts Company,United Kingdom,2014,1,2014-01-29,2
"Touring-1000 Blue, 60",Instruments and Parts Company,United Kingdom,2014,1,2014-01-29,2
"Touring-2000 Blue, 60",Instruments and Parts Company,United Kingdom,2014,1,2014-01-29,4
HL Bottom Bracket,Instruments and Parts Company,United Kingdom,2014,1,2014-01-29,3
Chain,Instruments and Parts Company,United Kingdom,2014,1,2014-01-29,4
"Touring-1000 Yellow, 50",Instruments and Parts Company,United Kingdom,2014,1,2014-01-29,2
Front Brakes,Instruments and Parts Company,United Kingdom,2014,1,2014-01-29,2
Front Derailleur,Instruments and Parts Company,United Kingdom,2014,1,2014-01-29,3
"Touring-3000 Yellow, 58",Instruments and Parts Company,United Kingdom,2014,1,2014-01-29,3
"Touring-1000 Yellow, 54",Instruments and Parts Company,United Kingdom,2014,1,2014-01-29,3
"Touring-3000 Blue, 58",Instruments and Parts Company,United Kingdom,2014,1,2014-01-29,2
"Touring-2000 Blue, 54",Instruments and Parts Company,United Kingdom,2014,1,2014-01-29,4
"Touring-1000 Blue, 54",Instruments and Parts Company,United Kingdom,2014,1,2014-01-29,2
"Touring-1000 Blue, 50",Instruments and Parts Company,United Kingdom,2014,1,2014-01-29,2
"Touring-2000 Blue, 50",Instruments and Parts Company,United Kingdom,2014,1,2014-01-29,5
"Touring-1000 Yellow, 60",Instruments and Parts Company,United Kingdom,2014,1,2014-01-29,3
"Touring-3000 Yellow, 62",Instruments and Parts Company,United Kingdom,2014,1,2014-01-29,2
"Touring-1000 Yellow, 46",Instruments and Parts Company,United Kingdom,2014,1,2014-01-29,1
"Touring-1000 Blue, 46",Instruments and Parts Company,United Kingdom,2014,1,2014-01-29,3
HL Crankset,Instruments and Parts Company,United Kingdom,2014,1,2014-01-29,3
"Touring-2000 Blue, 46",Instruments and Parts Company,United Kingdom,2014,1,2014-01-29,5
"Touring-3000 Blue, 62",Instruments and Parts Company,United Kingdom,2014,1,2014-01-29,3
"Touring-3000 Blue, 50",Instruments and Parts Company,United Kingdom,2014,1,2014-01-29,5
"Touring-3000 Blue, 54",Instruments and Parts Company,United Kingdom,2014,1,2014-01-29,3
"Touring-3000 Blue, 44",Instruments and Parts Company,United Kingdom,2014,1,2014-01-29,5
"Mountain-200 Black, 38",Moderately-Priced Bikes Store,Washington,2013,6,2013-06-30,2
"Women's Mountain Shorts, L",Moderately-Priced Bikes Store,Washington,2013,6,2013-06-30,9
"Mountain-200 Black, 38",Moderately-Priced Bikes Store,Washington,2014,3,2014-03-31,1
"Women's Mountain Shorts, L",Moderately-Priced Bikes Store,Washington,2014,3,2014-03-31,4
"Mountain Bike Socks, M",Moderately-Priced Bikes Store,Washington,2011,7,2011-07-01,2
"Mountain-100 Black, 44",Moderately-Priced Bikes Store,Washington,2011,7,2011-07-01,1
"Mountain Bike Socks, M",Moderately-Priced Bikes Store,Washington,2012,3,2012-03-30,3
"Mountain-100 Black, 44",Moderately-Priced Bikes Store,Washington,2012,3,2012-03-30,2
"Long-Sleeve Logo Jersey, L",Moderately-Priced Bikes Store,Washington,2012,3,2012-03-30,6
"Full-Finger Gloves, M",Moderately-Priced Bikes Store,Washington,2012,12,2012-12-31,1
"Full-Finger Gloves, L",Moderately-Priced Bikes Store,Washington,2012,12,2012-12-31,4
"Mountain-200 Black, 42",Moderately-Priced Bikes Store,Washington,2012,12,2012-12-31,3
"Full-Finger Gloves, S",Moderately-Priced Bikes Store,Washington,2012,12,2012-12-31,1
"Mountain-200 Black, 38",Moderately-Priced Bikes Store,Washington,2012,12,2012-12-31,1
"Women's Mountain Shorts, S",Moderately-Priced Bikes Store,Washington,2013,9,2013-09-30,3
"Mountain-200 Black, 38",Moderately-Priced Bikes Store,Washington,2013,9,2013-09-30,2
"Mountain-200 Black, 42",Moderately-Priced Bikes Store,Washington,2013,9,2013-09-30,2
"Mountain-100 Black, 44",Moderately-Priced Bikes Store,Washington,2011,10,2011-10-01,1
"Full-Finger Gloves, L",Moderately-Priced Bikes Store,Washington,2012,6,2012-06-30,4
"Full-Finger Gloves, M",Moderately-Priced Bikes Store,Washington,2012,6,2012-06-30,4
"Full-Finger Gloves, S",Moderately-Priced Bikes Store,Washington,2012,6,2012-06-30,2
"Mountain-200 Black, 42",Moderately-Priced Bikes Store,Washington,2012,6,2012-06-30,1
"Full-Finger Gloves, L",Moderately-Priced Bikes Store,Washington,2013,3,2013-03-30,2
"Mountain-200 Black, 42",Moderately-Priced Bikes Store,Washington,2013,3,2013-03-30,1
"Full-Finger Gloves, S",Moderately-Priced Bikes Store,Washington,2013,3,2013-03-30,2
"Mountain-200 Black, 38",Moderately-Priced Bikes Store,Washington,2013,3,2013-03-30,1
"Mountain-200 Black, 38",Moderately-Priced Bikes Store,Washington,2013,12,2013-12-31,2
"Women's Mountain Shorts, S",Moderately-Priced Bikes Store,Washington,2013,12,2013-12-31,6
"Mountain-100 Black, 44",Moderately-Priced Bikes Store,Washington,2012,1,2012-01-01,2
"Mountain Bike Socks, M",Moderately-Priced Bikes Store,Washington,2012,1,2012-01-01,4
"Mountain-200 Black, 38",Moderately-Priced Bikes Store,Washington,2012,9,2012-09-30,3
"Full-Finger Gloves, M",Moderately-Priced Bikes Store,Washington,2012,9,2012-09-30,8
"Full-Finger Gloves, L",Moderately-Priced Bikes Store,Washington,2012,9,2012-09-30,3
"Mountain-200 Black, 42",Moderately-Priced Bikes Store,Washington,2012,9,2012-09-30,1
"Full-Finger Gloves, S",Moderately-Priced Bikes Store,Washington,2012,9,2012-09-30,1
Front Derailleur,Technical Parts Manufacturing,California,2014,3,2014-03-01,5
"Touring-3000 Yellow, 62",Technical Parts Manufacturing,California,2014,3,2014-03-01,1
HL Bottom Bracket,Technical Parts Manufacturing,California,2014,3,2014-03-01,1
"Touring-3000 Blue, 62",Technical Parts Manufacturing,California,2014,3,2014-03-01,1
Front Brakes,Technical Parts Manufacturing,California,2014,3,2014-03-01,5
"Touring-2000 Blue, 46",Technical Parts Manufacturing,California,2014,3,2014-03-01,2
"Touring-2000 Blue, 50",Technical Parts Manufacturing,California,2014,3,2014-03-01,3
"Touring-3000 Yellow, 54",Technical Parts Manufacturing,California,2014,3,2014-03-01,3
"Touring-1000 Blue, 50",Technical Parts Manufacturing,California,2014,3,2014-03-01,3
"Touring-3000 Blue, 54",Technical Parts Manufacturing,California,2014,3,2014-03-01,4
"Touring-1000 Blue, 60",Technical Parts Manufacturing,California,2014,3,2014-03-01,1
"Touring-2000 Blue, 54",Technical Parts Manufacturing,California,2014,3,2014-03-01,3
HL Crankset,Technical Parts Manufacturing,California,2014,3,2014-03-01,3
"Touring-3000 Yellow, 58",Technical Parts Manufacturing,California,2014,3,2014-03-01,1
"Touring-1000 Blue, 46",Technical Parts Manufacturing,California,2014,3,2014-03-01,4
"Touring-3000 Yellow, 50",Technical Parts Manufacturing,California,2014,3,2014-03-01,4
"Touring-3000 Blue, 44",Technical Parts Manufacturing,California,2014,3,2014-03-01,3
Chain,Technical Parts Manufacturing,California,2014,3,2014-03-01,3
"Touring-3000 Blue, 58",Technical Parts Manufacturing,California,2014,3,2014-03-01,2
"Touring-3000 Blue, 50",Technical Parts Manufacturing,California,2014,3,2014-03-01,4
"Touring-2000 Blue, 60",Technical Parts Manufacturing,California,2014,3,2014-03-01,4
"Touring-1000 Yellow, 46",Technical Parts Manufacturing,California,2014,3,2014-03-01,3
"Touring-1000 Blue, 54",Technical Parts Manufacturing,California,2014,3,2014-03-01,1
"Touring-1000 Yellow, 50",Technical Parts Manufacturing,California,2014,3,2014-03-01,2
"Touring-3000 Yellow, 44",Technical Parts Manufacturing,California,2014,3,2014-03-01,2
LL Bottom Bracket,Technical Parts Manufacturing,California,2014,3,2014-03-01,4
LL Crankset,Technical Parts Manufacturing,California,2014,3,2014-03-01,5
Chain,Technical Parts Manufacturing,California,2013,8,2013-08-30,3
"Touring-1000 Blue, 46",Technical Parts Manufacturing,California,2013,8,2013-08-30,2
"Touring-3000 Blue, 54",Technical Parts Manufacturing,California,2013,8,2013-08-30,3
"Touring-3000 Blue, 62",Technical Parts Manufacturing,California,2013,8,2013-08-30,3
"Touring-3000 Yellow, 62",Technical Parts Manufacturing,California,2013,8,2013-08-30,1
"Touring-3000 Blue, 50",Technical Parts Manufacturing,California,2013,8,2013-08-30,2
"Touring-1000 Blue, 54",Technical Parts Manufacturing,California,2013,8,2013-08-30,1
HL Bottom Bracket,Technical Parts Manufacturing,California,2013,8,2013-08-30,4
Front Derailleur,Technical Parts Manufacturing,California,2013,8,2013-08-30,3
HL Crankset,Technical Parts Manufacturing,California,2013,8,2013-08-30,4
"Touring-3000 Blue, 44",Technical Parts Manufacturing,California,2013,8,2013-08-30,2
"Touring-1000 Yellow, 50",Technical Parts Manufacturing,California,2013,8,2013-08-30,4
"Touring-3000 Yellow, 58",Technical Parts Manufacturing,California,2013,8,2013-08-30,1
"Touring-1000 Blue, 50",Technical Parts Manufacturing,California,2013,8,2013-08-30,2
LL Crankset,Technical Parts Manufacturing,California,2013,8,2013-08-30,6
"Touring-1000 Blue, 60",Technical Parts Manufacturing,California,2013,8,2013-08-30,2
"Touring-2000 Blue, 60",Technical Parts Manufacturing,California,2013,8,2013-08-30,3
"Touring-3000 Yellow, 50",Technical Parts Manufacturing,California,2013,8,2013-08-30,1
"Touring-3000 Yellow, 54",Technical Parts Manufacturing,California,2013,8,2013-08-30,2
Front Brakes,Technical Parts Manufacturing,California,2013,8,2013-08-30,1
"Touring-1000 Yellow, 46",Technical Parts Manufacturing,California,2013,8,2013-08-30,3
"Touring-2000 Blue, 46",Technical Parts Manufacturing,California,2013,8,2013-08-30,2
"Touring-2000 Blue, 54",Technical Parts Manufacturing,California,2013,8,2013-08-30,3
LL Bottom Bracket,Technical Parts Manufacturing,California,2013,8,2013-08-30,3
"Touring-3000 Blue, 58",Technical Parts Manufacturing,California,2013,8,2013-08-30,3
"Touring-2000 Blue, 50",Technical Parts Manufacturing,California,2013,8,2013-08-30,2
"Touring-3000 Yellow, 44",Technical Parts Manufacturing,California,2013,8,2013-08-30,2
HL Crankset,Technical Parts Manufacturing,California,2013,11,2013-11-30,2
"Touring-3000 Yellow, 62",Technical Parts Manufacturing,California,2013,11,2013-11-30,1
"Touring-2000 Blue, 50",Technical Parts Manufacturing,California,2013,11,2013-11-30,4
"Touring-3000 Blue, 62",Technical Parts Manufacturing,California,2013,11,2013-11-30,1
Front Derailleur,Technical Parts Manufacturing,California,2013,11,2013-11-30,5
"Touring-3000 Blue, 50",Technical Parts Manufacturing,California,2013,11,2013-11-30,3
"Touring-1000 Yellow, 46",Technical Parts Manufacturing,California,2013,11,2013-11-30,3
"Touring-3000 Yellow, 44",Technical Parts Manufacturing,California,2013,11,2013-11-30,1
"Touring-3000 Blue, 54",Technical Parts Manufacturing,California,2013,11,2013-11-30,4
"Touring-3000 Blue, 58",Technical Parts Manufacturing,California,2013,11,2013-11-30,3
Front Brakes,Technical Parts Manufacturing,California,2013,11,2013-11-30,5
"Touring-1000 Yellow, 50",Technical Parts Manufacturing,California,2013,11,2013-11-30,2
"Touring-3000 Yellow, 50",Technical Parts Manufacturing,California,2013,11,2013-11-30,1
"Touring-1000 Blue, 60",Technical Parts Manufacturing,California,2013,11,2013-11-30,2
"Touring-1000 Blue, 46",Technical Parts Manufacturing,California,2013,11,2013-11-30,5
"Touring-2000 Blue, 54",Technical Parts Manufacturing,California,2013,11,2013-11-30,4
Chain,Technical Parts Manufacturing,California,2013,11,2013-11-30,3
"Touring-1000 Blue, 50",Technical Parts Manufacturing,California,2013,11,2013-11-30,5
"Touring-2000 Blue, 60",Technical Parts Manufacturing,California,2013,11,2013-11-30,3
"Touring-3000 Yellow, 58",Technical Parts Manufacturing,California,2013,11,2013-11-30,1
HL Bottom Bracket,Technical Parts Manufacturing,California,2013,11,2013-11-30,3
"Touring-2000 Blue, 46",Technical Parts Manufacturing,California,2013,11,2013-11-30,1
"Touring-1000 Blue, 54",Technical Parts Manufacturing,California,2013,11,2013-11-30,3
"Touring-3000 Blue, 44",Technical Parts Manufacturing,California,2013,11,2013-11-30,2
"Touring-2000 Blue, 60",Technical Parts Manufacturing,California,2013,5,2013-05-30,2
HL Bottom Bracket,Technical Parts Manufacturing,California,2013,5,2013-05-30,3
"Touring-3000 Yellow, 54",Technical Parts Manufacturing,California,2013,5,2013-05-30,4
"Touring-3000 Yellow, 62",Technical Parts Manufacturing,California,2013,5,2013-05-30,4
Front Brakes,Technical Parts Manufacturing,California,2013,5,2013-05-30,8
"Touring-1000 Yellow, 46",Technical Parts Manufacturing,California,2013,5,2013-05-30,5
"Touring-1000 Yellow, 50",Technical Parts Manufacturing,California,2013,5,2013-05-30,4
LL Crankset,Technical Parts Manufacturing,California,2013,5,2013-05-30,1
"Touring-3000 Blue, 58",Technical Parts Manufacturing,California,2013,5,2013-05-30,3
"Touring-1000 Blue, 46",Technical Parts Manufacturing,California,2013,5,2013-05-30,1
"Touring-3000 Yellow, 50",Technical Parts Manufacturing,California,2013,5,2013-05-30,2
Chain,Technical Parts Manufacturing,California,2013,5,2013-05-30,5
"Touring-3000 Yellow, 58",Technical Parts Manufacturing,California,2013,5,2013-05-30,6
"Touring-2000 Blue, 50",Technical Parts Manufacturing,California,2013,5,2013-05-30,3
"Touring-1000 Blue, 54",Technical Parts Manufacturing,California,2013,5,2013-05-30,4
Front Derailleur,Technical Parts Manufacturing,California,2013,5,2013-05-30,4
"Touring-1000 Blue, 60",Technical Parts Manufacturing,California,2013,5,2013-05-30,5
"Touring-2000 Blue, 46",Technical Parts Manufacturing,California,2013,5,2013-05-30,2
"Touring-3000 Blue, 50",Technical Parts Manufacturing,California,2013,5,2013-05-30,2
HL Crankset,Technical Parts Manufacturing,California,2013,5,2013-05-30,6
"Touring-3000 Yellow, 44",Technical Parts Manufacturing,California,2013,5,2013-05-30,1
"Touring-3000 Blue, 44",Technical Parts Manufacturing,California,2013,5,2013-05-30,5
"Touring-3000 Blue, 62",Technical Parts Manufacturing,California,2013,5,2013-05-30,2
LL Bottom Bracket,Technical Parts Manufacturing,California,2013,5,2013-05-30,4
"Touring-1000 Blue, 50",Technical Parts Manufacturing,California,2013,5,2013-05-30,2
"Touring-2000 Blue, 54",Technical Parts Manufacturing,California,2013,5,2013-05-30,4
"Touring-3000 Blue, 54",Technical Parts Manufacturing,California,2013,5,2013-05-30,1
"HL Mountain Frame - Black, 42",Traditional Department Stores,New York,2013,6,2013-06-30,1
"HL Mountain Frame - Silver, 38",Traditional Department Stores,New York,2013,6,2013-06-30,3
ML Mountain Pedal,Traditional Department Stores,New York,2013,6,2013-06-30,2
"LL Mountain Frame - Black, 48",Traditional Department Stores,New York,2013,6,2013-06-30,4
"ML Mountain Frame-W - Silver, 40",Traditional Department Stores,New York,2013,6,2013-06-30,4
"Mountain-200 Black, 38",Traditional Department Stores,New York,2013,6,2013-06-30,5
"LL Mountain Frame - Silver, 44",Traditional Department Stores,New York,2013,6,2013-06-30,4
HL Mountain Seat/Saddle,Traditional Department Stores,New York,2013,6,2013-06-30,3
"ML Mountain Frame-W - Silver, 42",Traditional Department Stores,New York,2013,6,2013-06-30,2
"Women's Mountain Shorts, S",Traditional Department Stores,New York,2013,6,2013-06-30,27
ML Mountain Pedal,Traditional Department Stores,New York,2014,3,2014-03-31,3
"ML Mountain Frame-W - Silver, 40",Traditional Department Stores,New York,2014,3,2014-03-31,1
"Women's Mountain Shorts, M",Traditional Department Stores,New York,2014,3,2014-03-31,3
"LL Mountain Frame - Silver, 44",Traditional Department Stores,New York,2014,3,2014-03-31,1
"Women's Mountain Shorts, L",Traditional Department Stores,New York,2014,3,2014-03-31,21
"ML Mountain Frame-W - Silver, 42",Traditional Department Stores,New York,2014,3,2014-03-31,2
"LL Mountain Frame - Black, 48",Traditional Department Stores,New York,2014,3,2014-03-31,2
HL Mountain Seat/Saddle,Traditional Department Stores,New York,2014,3,2014-03-31,2
"Women's Mountain Shorts, S",Traditional Department Stores,New York,2014,3,2014-03-31,19
"Mountain-200 Silver, 46",Traditional Department Stores,New York,2012,12,2012-12-31,4
"Mountain-200 Silver, 42",Traditional Department Stores,New York,2012,12,2012-12-31,6
HL Mountain Rear Wheel,Traditional Department Stores,New York,2012,12,2012-12-31,3
"Mountain-200 Black, 42",Traditional Department Stores,New York,2012,12,2012-12-31,3
"Full-Finger Gloves, M",Traditional Department Stores,New York,2012,12,2012-12-31,6
"Mountain-200 Silver, 38",Traditional Department Stores,New York,2012,12,2012-12-31,4
"Full-Finger Gloves, L",Traditional Department Stores,New York,2012,12,2012-12-31,5
"Mountain-300 Black, 38",Traditional Department Stores,New York,2012,12,2012-12-31,3
ML Mountain Rear Wheel,Traditional Department Stores,New York,2012,12,2012-12-31,3
"ML Mountain Frame - Black, 48",Traditional Department Stores,New York,2012,12,2012-12-31,2
ML Mountain Pedal,Traditional Department Stores,New York,2013,9,2013-09-30,1
HL Mountain Handlebars,Traditional Department Stores,New York,2013,9,2013-09-30,2
HL Mountain Seat/Saddle,Traditional Department Stores,New York,2013,9,2013-09-30,1
"ML Mountain Frame-W - Silver, 40",Traditional Department Stores,New York,2013,9,2013-09-30,3
"HL Mountain Frame - Silver, 38",Traditional Department Stores,New York,2013,9,2013-09-30,1
"Women's Mountain Shorts, L",Traditional Department Stores,New York,2013,9,2013-09-30,13
"ML Mountain Frame-W - Silver, 42",Traditional Department Stores,New York,2013,9,2013-09-30,2
"Women's Mountain Shorts, M",Traditional Department Stores,New York,2013,9,2013-09-30,4
"HL Mountain Frame - Black, 42",Traditional Department Stores,New York,2013,9,2013-09-30,1
"Women's Mountain Shorts, S",Traditional Department Stores,New York,2013,9,2013-09-30,6
